Bank,City,Branch,Location,Review,Rating,Date
BMCI,Casablanca,BMCI Agence Californie,"route de la Mecque ang. bd. Panoramique 20150, Rue 4, Casablanca",J'ai attendu plus d'une demi-heure juste pour retirer de l'argent de mon compte bancaire !!!!,1 étoile,il y a 2 ans
BMCI,Casablanca,BMCI,"139 Av. Mers Sultan, Casablanca 20000","Agence nulle.

Ma demande de transfert de compte pour raison de proximité prends, à ce jour, 9 mois et j'attends toujours.

Le conseiller qui ne réponds pas au télephone, la directrice qui n'est jamais présente, hypocrisie professionnelle et j'en passe...",1 étoile,il y a 3 ans
BMCI,Casablanca,BMCI,"139 Av. Mers Sultan, Casablanca 20000","Personnel nul. Service médiocre. Manque de professionnalisme.
Personnel traite très mal les clients.
Guichets le plus souvent vacants. …",1 étoile,il y a 7 ans
BMCI,Casablanca,BMCI,"139 Av. Mers Sultan, Casablanca 20000","Agence nulle service nulle, j'ai jamais vécu une telle expérience désolée mais BMCI c'est le bordel total",1 étoile,il y a 8 mois
BMCI,Casablanca,BMCI Centre D'affaires,"H8JR+G48, Casablanca 20250",BMCI centre d'affaires,5 étoiles,il y a 7 ans
BMCI,Casablanca,BMCI,"n°36, Angle rue Hay Othmania II, Rue 22, Casablanca 20000",Pas de texte,5 étoiles,il y a 3 ans
BMCI,Casablanca,BMCI,"n°36, Angle rue Hay Othmania II, Rue 22, Casablanca 20000",Pas de texte,4 étoiles,il y a 5 ans
BMCI,Casablanca,BMCI,"n°36, Angle rue Hay Othmania II, Rue 22, Casablanca 20000",Pas de texte,5 étoiles,il y a 11 ans
BMCI,Casablanca,BMCI,"HAY SALAMA, 422 BOULEVARD AKID ALLAM, Casablanca 20000",Je recommande vivement cette agence toujours à l'écoute,5 étoiles,il y a 3 ans
BMCI,Casablanca,BMCI,"HAY SALAMA, 422 BOULEVARD AKID ALLAM, Casablanca 20000",Vv,5 étoiles,il y a un an
BMCI,Casablanca,BMCI,"HAY SALAMA, 422 BOULEVARD AKID ALLAM, Casablanca 20000",Accueil au niveau,5 étoiles,il y a 2 ans
BMCI,Casablanca,BMCI,"294 Bd Brahim Roudani, Casablanca 20000","C'est un service bancaire deplorable et très mediocre (si on peut parler de ""service"" car ce dernier est inexistant). Je me demande à  quoi sert une chargée clientèle qui ne répond ni aux messages ni aux appels depuis des semaines ? À cause de son manque de professionnalisme, je n’ai accès ni à mes services en ligne ni au code de ma carte Visa sachant que je suis à l'étranger et que je ne peux pas me déplacer en agence.
A fuir absolument si vous êtes MRE!",1 étoile,il y a une semaine
BMCI,Casablanca,BMCI,"294 Bd Brahim Roudani, Casablanca 20000",Je pense que c est henteux de voir comme des gens en 2025 avec la vision de sa majesté qui font ce service avec des clients marocain,1 étoile,il y a 2 mois
BMCI,Casablanca,BMCI,"294 Bd Brahim Roudani, Casablanca 20000","Une expérience très désagréable qui dure depuis bien trop longtemps. Des guichets toujours en panne, impossibilité de checker notre solde au guichet depuis depuis plusieurs mois. Un personnel certes agréable, très réactif mais avec des …",1 étoile,il y a 2 ans
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,Siège Social Banque Société Générale,"55 Bd Abdelmoumen, Casablanca 20100","Maintenant, le 22/11/2023,  je suis à l'agence postale El Akkari et on m'a dit que le système est en panne. Pour combien de temps ? C'est du siège.
J'ai contacté 4242 affiché sur le site contact clientèle et ce numéro est inexistant.
Très bonne expérience client. 😁😁",5 étoiles,il y a 4 mois
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,Siège Social Banque Société Générale,"55 Bd Abdelmoumen, Casablanca 20100","Je suis extrêmement mécontente de mon expérience avec cette banque, en particulier avec l'agence Point D'Europe. C'est une agence tout simplement inaccessible au téléphone, et cela fait maintenant quatre jours que j'essaie de les contacter …",1 étoile,il y a un an
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,Siège Social Banque Société Générale,"55 Bd Abdelmoumen, Casablanca 20100","Je n'ai JAMAIS vu cela de ma vie.
Il est STRICTEMENT IMPOSSIBLE de joindre le standard du Siège de la Société Générale à Casablanca.
On vous redirige sur un 'Service Clients' qui sont dans l'incapacité de répondre à votre demande, hormis déposer une réclamation dont vous n'avez que faire.
Le but étant de joindre un cadre d'un service.
Avouez !....c'est ubuesque non ?",1 étoile,il y a 11 mois
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,Banque Société Générale,"H9PP+95W, Rue Hadj Omar Riffi, Casablanca 20320",Avec yacine tjr bien merci,5 étoiles,il y a 5 ans
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,Société générale,"1 Bd Mohamed Zefzaf, Casablanca","Trés mauvais service, manque du respect, manque de communication.",1 étoile,il y a 2 ans
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,Société générale,"1 Bd Mohamed Zefzaf, Casablanca",ATM très lent. 5 minutes pour obtenir de l'argent,2 étoiles,il y a 5 ans
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,Société générale,"1 Bd Mohamed Zefzaf, Casablanca",Pas de texte,5 étoiles,il y a 4 ans
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,Société Générale Abdelmoumen,"55 Bd Abdelmoumen, Casablanca 20360",Mauvaise agence service tres long,1 étoile,il y a 2 semaines
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,Société Générale Abdelmoumen,"55 Bd Abdelmoumen, Casablanca 20360","Un service très médiocre, je suis un MRE, SGMB ma bloqué mon unique compte au Maroc sans me prévenir. j'ai envoyé mes informations personnelles à jour par courriel comme demandé malgré cela ils ont bloqué mon compte, C à D que la personne n'a pas fait son travail.  J'ai fais le voyage au Maroc, j'ai visité ma branche en personne , j'ai refournis toutes mes informations et CIN depuis le mois 12 2023. Cela ca fait 4 mois mnt et mon compte est tjrs bloqué. C'est vraiment une situation inacceptable pour un client chez vous depuis 2007. très mauvaise expérience client .",1 étoile,il y a un an
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,Société Générale Abdelmoumen,"55 Bd Abdelmoumen, Casablanca 20360","société générale abdelmoumen 0 service personne ne répond au téléphone
une étoile pour le changement de la déco de l’agence principale mais il fallait d’abord former et sanctionner ceux qui font pas leur travaille avons la déco",1 étoile,il y a 3 ans
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,Société Générale - GAB AIN SEBAA GARE,"JF5G+4JG, GARE, Rte de Rabat, Casablanca 20250",Pas de texte,5 étoiles,il y a 3 ans
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,Société Générale - GAB AIN SEBAA GARE,"JF5G+4JG, GARE, Rte de Rabat, Casablanca 20250",Pas de texte,5 étoiles,il y a 7 ans
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,"Société Générale, Agence 20 Août, Casablanca.","Angle rue de Sebta et rue Savoie Quartier des Hopitaux, Casablanca 20360",Vous méritez aucune étoile ! Le 29/04/2023 ma carte est avalée par le GAB de cette agence sans aucune raison et quand j'ai réclamé le : 04/05/2023 sur place la chargée de compte était impoli elle s'est énervée et m'a communiqué des fausses raisons sans qu'elle me présente aucune excuse sur ce qui s'est passé ..,1 étoile,il y a 2 ans
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,"Société Générale, Agence 20 Août, Casablanca.","Angle rue de Sebta et rue Savoie Quartier des Hopitaux, Casablanca 20360",Gab société générale 20aout est une point  stratégique a la rue sebta cette agence face de l'hôpital oncologique,5 étoiles,il y a 6 ans
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,"Société Générale, Agence 20 Août, Casablanca.","Angle rue de Sebta et rue Savoie Quartier des Hopitaux, Casablanca 20360",Le bon service!,5 étoiles,il y a 2 ans
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,Société Générale Mohammed V,"84 Bd Mohammed V, Casablanca 20553","UNE VRAIE CATASTROPHE. Je comprends pas comment une agence peut être d'une telle bassesse. Aucun respect au client, des employés indifférents (précisément une certaine Rajaa et un certain serdi ) laissant les gens attendre des heures sans considération.. des pauses déjeuner qui dure des heures... Et la liste est longue. Et en voyant que les commentaires précédents réclament la même chose.. et aucune amélioration n'a été faite !! Je me demande s'il y a un directeur d'agence qui supervise tout ça !
Vraiment لا حول ولا قوة الا بالله
Bref, si vous comptez ouvrir votre compte, surtout pas dans cette agence.",1 étoile,il y a 3 ans
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,Société Générale Mohammed V,"84 Bd Mohammed V, Casablanca 20553",Je suis insatisfait de la conseillère elle m'a mal traitée son comportement est a cote de la plaque est a cause d'elle je clôturerai le compte,1 étoile,il y a un an
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,Société Générale Mohammed V,"84 Bd Mohammed V, Casablanca 20553","A chaque fois que j'ai eu besoin de les contacter ou d'aller à l'agence il faut c'est catastrophe, des conseillères qui sont ou froides ou malpolies selon le jour... …",1 étoile,il y a 4 ans
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,Société Générale,"G9G5+2GQ, Casablanca",Bonne qualité du service des interlocuteurs,5 étoiles,il y a 8 ans
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,Société Générale,"G9G5+2GQ, Casablanca","Service incroyable, ils ont immédiatement retiré mon argent en toute simplicité. Le temps d'attente était très court et le service était incroyable, je recommande !",5 étoiles,il y a un an
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,Société Générale,"G9G5+2GQ, Casablanca",Le pire service client de tous les temps,1 étoile,il y a 5 ans
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,Societe Generale Maroc (SGMA) - SG Securities Services,"55 Bd Abdelmoumen, Casablanca 20100","Carte bloquée à l’international en plein voyage sans aucune raison. Service client qui repond au bout de +20 appels, pour me dire qu’il y a un blocage « technique » au niveau de la carte et que le délai de traitement est de 7 jours…service pathétique poussant à changer de banque sans réflexion.",1 étoile,il y a 2 semaines
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,Societe Generale Maroc (SGMA) - SG Securities Services,"55 Bd Abdelmoumen, Casablanca 20100","le service client 4242 injoignable pour une grande banque marocaine et en 2025, c'est vraiment honteux",1 étoile,il y a un mois
SOCIÉTÉ GÉNÉRALE MAROC,Casablanca,Societe Generale Maroc (SGMA) - SG Securities Services,"55 Bd Abdelmoumen, Casablanca 20100","Mauvais service du centre d'appels , ils répondent même pas . C'est nul.",1 étoile,il y a un mois
CIH BANK,Casablanca,CIH,"Rue Oued Laou, Ibn Sina, Casablanca 20000","Le préposé au guichet affirme ne pas avoir les codes d'accès pour nous effectuer les opérations demandées ! Sic !
Il dit avoir remplacer une autre dame.
On se fout de la gueule des clients !
L'agent de sécurité joue avec son téléphone portable et n'informe personne.
Dépenser un quart d'heure en attente bêtement !
Aucun respect du client !",1 étoile,il y a 2 ans
CIH BANK,Casablanca,CIH,"Rue Oued Laou, Ibn Sina, Casablanca 20000","Service très nulle ! A fuir. La directrice d’agence Fatima ezzahra n’est pas professionnelle, elle est sortie de la banque pour m’engueuler… nous avions ouvert un compte bancaire professionnel et personnel, nous le regrettons. Après 2 mois d’ouverture nous avons décidé de fermer notre compte bancaire CIH.",1 étoile,il y a un an
CIH BANK,Casablanca,CIH,"Rue Oued Laou, Ibn Sina, Casablanca 20000","Mon expérience avec CETTE AGENCE IBN SINA a été extrêmement décevante. Le service offert est médiocre, la communication est inefficace, et les retards sont monnaie courante. De plus, le système semble constamment bogué, ce qui entraîne des …",1 étoile,il y a un an
CIH BANK,Casablanca,CIH Bank,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000","Arrivée à 10h30 pour qu'une heure trente plus tard le portier réalise qu'il m'a donné le numéro pour la mauvaise file et me donne un nouveau numéro comme si je venais d'arriver, comme si de rien n'était, et me dit que ce serait mon tour dans au moins une heure, une fois à l'intérieur, personnel tout aussi incompétent (côté opérations commerciales), seule la directrice a pu sauver la mise, après toute la journée passée à la banque. On attend un peu plus de compétence de la part des employés d'une banque ..",1 étoile,il y a 4 ans
CIH BANK,Casablanca,CIH Bank,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000",Je voulais passer un virement dans cette agence mais les avis des gens sont décourageants et je ss du même avis de mon expérience avec l'agence de hay farah bd El fida. …,1 étoile,il y a un an
CIH BANK,Casablanca,CIH Bank,"Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000","Service très très très très médiocre !!! Dee qu il y’a 5 personnes dans la queue et surtout entre 12h et 14h , la connexion est hors service  !!!! , bureau de caisse est fermé, la personne disparaît !! L Agent de sécurité essaye de trouver une excuse pour que les clients ne reste pas devant la porte  , en répétant que la connexion est HS, sachant que le guichet automatique marche avec la même connexion !!! Arrêter de mentir au gens et de les prendre pour des  HMIRES .",1 étoile,il y a 2 ans
CIH BANK,Casablanca,CIH Bank - Agence Ifriquia,"Avenue Al Wahda Al Ifriquia Bd Abou Horaira Al Wahda, N 9, Benmsik, Casablanca 20000",Directeur et personnel insouciant de sa clientèle j’ai demandé l’ouverture d’un compte en devise puis le directeur sait pas comment faire et prend même pas la peine il me réfère au siège social c’est vraiment du n’importe quoi,1 étoile,il y a 4 mois
CIH BANK,Casablanca,CIH Bank - Agence Ifriquia,"Avenue Al Wahda Al Ifriquia Bd Abou Horaira Al Wahda, N 9, Benmsik, Casablanca 20000",C nul comme agence et personnel traite les clients d'une manière mal eleve.,1 étoile,il y a 3 ans
CIH BANK,Casablanca,CIH Bank - Agence Ifriquia,"Avenue Al Wahda Al Ifriquia Bd Abou Horaira Al Wahda, N 9, Benmsik, Casablanca 20000",8h30 et il n y a que l'agent de sécurité et la femme de ménage !! Quel services !!!!!!!!!!!,1 étoile,il y a 4 ans
CIH BANK,Casablanca,CIH Bank,"12 Bd Houcine Assoussi Jaouhara,imm7, Casablanca 20000",Je recommande vivement,5 étoiles,il y a un mois
CIH BANK,Casablanca,CIH Bank,"12 Bd Houcine Assoussi Jaouhara,imm7, Casablanca 20000","Toujours dans cette agence ""Le système ne marche pas"" et le service est nul. 1 étoile ça se mérire même pas !",1 étoile,il y a un an
CIH BANK,Casablanca,CIH Bank,"12 Bd Houcine Assoussi Jaouhara,imm7, Casablanca 20000",Tjr pas de système .il veut mieux la fermer,1 étoile,il y a un an
CIH BANK,Casablanca,CIH Bank,"Bd Mohamed Zefzaf Rue N18, Lotissement Rahmani, Lot 198, Casablanca 20000","L'endroit était problématique, car les employés n'accomplissaient pas leurs tâches. Chaque fois que je partais, leur excuse était que le système était en panne. Il faudrait au moins chercher une nouvelle explications arrêter ce mensonge.",1 étoile,il y a un an
